__run_id,__done,subject,gc,workload,jdk,energy_j,runtime_s,status,batch_num
run_66_repetition_0,DONE,CLBG-NBody,G1,Light,openjdk,1761091616696.0,0.726448,SUCCESS,1
run_67_repetition_0,DONE,CLBG-NBody,G1,Light,oracle,1761091739921.0,0.740668,SUCCESS,1
run_68_repetition_0,DONE,CLBG-NBody,G1,Medium,openjdk,1761091864499.0,2.10021,SUCCESS,1
run_69_repetition_0,DONE,CLBG-NBody,G1,Medium,oracle,1761091999231.0,2.13686,SUCCESS,1
run_70_repetition_0,DONE,CLBG-NBody,G1,Heavy,openjdk,1761092135599.0,3.92141,SUCCESS,1
run_71_repetition_0,DONE,CLBG-NBody,G1,Heavy,oracle,1761092272090.0,3.90374,SUCCESS,1
run_72_repetition_0,DONE,Rosetta,Serial,Light,openjdk,1761092405090.0,0.49057,SUCCESS,1
run_73_repetition_0,DONE,Rosetta,Serial,Light,oracle,1761092527962.0,0.5121,SUCCESS,1
run_74_repetition_0,DONE,Rosetta,Serial,Medium,openjdk,1761092651049.0,0.538033,SUCCESS,1
run_75_repetition_0,DONE,Rosetta,Serial,Medium,oracle,1761092773906.0,0.507667,SUCCESS,1
run_76_repetition_0,DONE,Rosetta,Serial,Heavy,openjdk,1761092896583.0,0.503758,SUCCESS,1
run_77_repetition_0,DONE,Rosetta,Serial,Heavy,oracle,1761093019442.0,0.532115,SUCCESS,1
run_78_repetition_0,DONE,Rosetta,Parallel,Light,openjdk,1761093142158.0,0.506628,SUCCESS,1
run_79_repetition_0,DONE,Rosetta,Parallel,Light,oracle,1761093264819.0,0.555353,SUCCESS,1
run_80_repetition_0,DONE,Rosetta,Parallel,Medium,openjdk,1761093387406.0,0.535889,SUCCESS,1
run_81_repetition_0,DONE,Rosetta,Parallel,Medium,oracle,1761093510573.0,0.547142,SUCCESS,1
run_82_repetition_0,DONE,Rosetta,Parallel,Heavy,openjdk,1761093633664.0,0.528899,SUCCESS,1
run_83_repetition_0,DONE,Rosetta,Parallel,Heavy,oracle,1761093756781.0,0.519641,SUCCESS,1
run_84_repetition_0,DONE,Rosetta,G1,Light,openjdk,1761093879911.0,0.542263,SUCCESS,1
run_85_repetition_0,DONE,Rosetta,G1,Light,oracle,1761094002875.0,0.519083,SUCCESS,1
run_86_repetition_0,DONE,Rosetta,G1,Medium,openjdk,1761094125884.0,0.522599,SUCCESS,1
run_87_repetition_0,DONE,Rosetta,G1,Medium,oracle,1761094249020.0,0.524304,SUCCESS,1
run_88_repetition_0,DONE,Rosetta,G1,Heavy,openjdk,1761094372068.0,0.545881,SUCCESS,1
run_89_repetition_0,DONE,Rosetta,G1,Heavy,oracle,1761094495178.0,0.527582,SUCCESS,1
